OPS-code;Text;Weitere_Texte_OPS;wann_gueltig;Mapping_moeglich;Kombiprodukt;Substanzangabe_aus_OPS-Code;Bemerkung_LOESCHEN;1Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_engl_INN_oder_sonst;2Substanz_allg_UNII-number;2Substanz_allg_ASK-Nr;2Substanz_allg_CAS-Nummer;3Substanz_allg_engl_INN_oder_sonst;3Substanz_allg_UNII-number;3Substanz_allg_ASK-Nr;3Substanz_allg_CAS-Nummer;4Substanz_allg_engl_INN_oder_sonst;4Substanz_allg_UNII-number;4Substanz_allg_ASK-Nr;4Substanz_allg_CAS-Nummer;Substanzname_ATC;ATC-Code;ATC-Code2;ATC-Code3;ATC-Code4;ATC-Code5;Einheit_Wert_min;Einheit_Wert_max;UCUM-Code;UCUM-Description;Kommentar SZ;Routes and Methods of Administration - Concept Code;Routes and Methods of Administration - Term;Administration Method - ID;Administration Method - Name;Code Intended Site (EDQM);Intended Site (EDQM);2_Routes and Methods of Administration - Concept Code;2_Routes and Methods of Administration - Term;2_Administration Method - ID;2_Administration Method - Name;2_Code Intended Site (EDQM);2_Intended Site (EDQM);EU-Zulassung? ;Strenght;Pharmaceutical Form;Packaging;Handelsname-Beispiel (Invented name)
6-001.4a;Parenterale Applikation von 12 mg bis unter 13 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;12;13;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4b;Parenterale Applikation von 13 mg bis unter 14 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;13;14;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4c;Parenterale Applikation von 14 mg bis unter 15 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;14;15;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4d;Parenterale Applikation von 15 mg bis unter 16 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;15;16;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4e;Parenterale Applikation von 16 mg bis unter 17 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;16;17;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4f;Parenterale Applikation von 17 mg bis unter 18 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;17;18;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4g;Parenterale Applikation von 18 mg bis unter 19 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;18;19;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4h;Parenterale Applikation von 19 mg bis unter 20 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;19;20;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4j;Parenterale Applikation von 20 mg bis unter 22 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;20;22;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4k;Parenterale Applikation von 22 mg bis unter 24 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;22;24;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4m;Parenterale Applikation von 24 mg bis unter 26 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;24;26;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4n;Parenterale Applikation von 26 mg bis unter 28 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;26;28;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4p;Parenterale Applikation von 28 mg bis unter 30 mg Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;28;30;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.4q;Parenterale Applikation von 30 mg oder mehr Sargramostim;;gleich 2008 bis 2020;;;Sargramostim;eindeutig;sargramostim;;;;;;;;;;;;;Sargramostim;L03AA09;;;;;30;;mg;milligram;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national (nicht in EU? US);;injectable solution oder Lyophilized;vial;Leukine
6-001.50;Parenterale Applikation von 100 mg bis unter 150 mg Oxaliplatin;;2008;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;100;150;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.51;Parenterale Applikation von 150 mg bis unter 200 mg Oxaliplatin;;2008;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;150;200;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.52;Parenterale Applikation von 200 mg bis unter 250 mg Oxaliplatin;;2008;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;200;250;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.53;Parenterale Applikation von 250 mg bis unter 300 mg Oxaliplatin;;2008;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;250;300;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.54;Parenterale Applikation von 300 mg bis unter 350 mg Oxaliplatin;;gleich 2008 bis 2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;300;350;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.55;Parenterale Applikation von 350 mg bis unter 400 mg Oxaliplatin;;gleich 2008 bis 2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;350;400;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.56;Parenterale Applikation von 400 mg bis unter 500 mg Oxaliplatin;;gleich 2008 bis 2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;400;500;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.57;Parenterale Applikation von 500 mg bis unter 600 mg Oxaliplatin;;gleich 2008 bis 2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;500;600;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.58;Parenterale Applikation von 600 mg und mehr Oxaliplatin;;2008;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;600;;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.59;Parenterale Applikation von 600 mg bis unter 800 mg Oxaliplatin;;2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;600;800;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.5a;Parenterale Applikation von 800 mg bis unter 1.000 mg Oxaliplatin;;2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;800;1000;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.5b;Parenterale Applikation von 1.000 mg bis unter 1.200 mg Oxaliplatin;;2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;1000;1200;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.5c;Parenterale Applikation von 1.200 mg bis unter 1.400 mg Oxaliplatin;;2009;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;1200;1400;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.5d;Parenterale Applikation von 1.400 mg und mehr Oxaliplatin;;gleich 2009 bis 2010;;;Oxaliplatin;;oxaliplatin;;;;;;;;;;;;;;L01XA03;;;;;1400;;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.60;Parenterale Applikation von 150 mg bis unter 250 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;150;250;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.61;Parenterale Applikation von 250 mg bis unter 350 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;250;350;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.62;Parenterale Applikation von 350 mg bis unter 450 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;350;450;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.63;Parenterale Applikation von 450 mg bis unter 550 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;450;550;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.64;Parenterale Applikation von 550 mg bis unter 650 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;550;650;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.65;Parenterale Applikation von 650 mg bis unter 750 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;650;750;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.66;Parenterale Applikation von 750 mg bis unter 850 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;750;850;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.67;Parenterale Applikation von 850 mg bis unter 950 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;850;950;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.68;Parenterale Applikation von 950 mg bis unter 1.050 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;950;1050;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.69;Parenterale Applikation von 1.050 mg bis unter 1.250 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;1050;1250;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6a;Parenterale Applikation von 1.250 mg bis unter 1.450 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;1250;1450;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6b;Parenterale Applikation von 1.450 mg bis unter 1.650 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;1450;1650;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6c;Parenterale Applikation von 1.650 mg bis unter 1.850 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;1650;1850;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6d;Parenterale Applikation von 1.850 mg bis unter 2.050 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;1850;2050;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6e;Parenterale Applikation von 2.050 mg bis unter 2.450 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;2050;2450;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6f;Parenterale Applikation von 2.450 mg bis unter 2.850 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;2450;2850;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6g;Parenterale Applikation von 2.850 mg bis unter 3.250 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;2850;3250;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6h;Parenterale Applikation von 3.250 mg bis unter 3.650 mg Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;3250;3650;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.6j;Parenterale Applikation von 3.650 mg und mehr Rituximab;;gleich 2008 bis 2014;;;Rituximab;eindeutig;rituximab;;;;;;;;;;;;;Rituximab;L01XC02;;;;;3650;;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.70;Parenterale Applikation von 100 mg bis unter 150 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;100;150;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.71;Parenterale Applikation von 150 mg bis unter 200 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;150;200;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.72;Parenterale Applikation von 200 mg bis unter 250 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;200;250;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.73;Parenterale Applikation von 250 mg bis unter 300 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;250;300;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.74;Parenterale Applikation von 300 mg bis unter 350 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;300;350;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.75;Parenterale Applikation von 350 mg bis unter 400 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;350;400;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.76;Parenterale Applikation von 400 mg bis unter 450 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;400;450;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.77;Parenterale Applikation von 450 mg bis unter 500 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;450;500;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.78;Parenterale Applikation von 500 mg bis unter 600 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;500;600;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.79;Parenterale Applikation von 600 mg bis unter 700 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;600;700;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7a;Parenterale Applikation von 700 mg bis unter 800 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;700;800;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7b;Parenterale Applikation von 800 mg bis unter 900 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;800;900;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7c;Parenterale Applikation von 900 mg bis unter 1.000 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;900;1000;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7d;Parenterale Applikation von 1.000 mg bis unter 1.200 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;1000;1200;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7e;Parenterale Applikation von 1.200 mg bis unter 1.400 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;1200;1400;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7f;Parenterale Applikation von 1.400 mg bis unter 1.600 mg Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;1400;1600;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7g;Parenterale Applikation von 1.600 mg und mehr Trastuzumab;;gleich 2008 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;1600;1800;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7j;Parenterale Applikation von 1.800 mg bis unter 2.000 mg Trastuzumab;;gleich 2013 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;1800;2000;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7k;Parenterale Applikation von 2.000 mg bis unter 2.200 mg Trastuzumab;;gleich 2013 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;2000;2200;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7m;Parenterale Applikation von 2.200 mg bis unter 2.400 mg Trastuzumab;;gleich 2013 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;2200;2400;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.7n;Parenterale Applikation von 2.400 mg und mehr Trastuzumab;;gleich 2013 bis 2014;;;Trastuzumab;eindeutig;trastuzumab;;;;;;;;;;;;;Trastuzumab;L01XC03;;;;;2400;;mg;milligram;;;;;;;;;;;;;;;;;;
6-001.80;Parenterale Applikation von 45 Mio. IE bis unter 65 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;45;65;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.81;Parenterale Applikation von 65 Mio. IE bis unter 85 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;65;85;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.82;Parenterale Applikation von 85 Mio. IE bis unter 105 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;85;105;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.83;Parenterale Applikation von 105 Mio. IE bis unter 125 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;105;125;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.84;Parenterale Applikation von 125 Mio. IE bis unter 145 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;125;145;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.85;Parenterale Applikation von 145 Mio. IE bis unter 165 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;145;165;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.86;Parenterale Applikation von 165 Mio. IE bis unter 185 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;165;185;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.87;Parenterale Applikation von 185 Mio. IE bis unter 205 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;185;205;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.88;Parenterale Applikation von 205 Mio. IE bis unter 245 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;205;245;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.89;Parenterale Applikation von 245 Mio. IE bis unter 285 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;245;285;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.8a;Parenterale Applikation von 285 Mio. IE bis unter 325 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;285;325;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.8b;Parenterale Applikation von 325 Mio. IE bis unter 365 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;325;365;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
6-001.8c;Parenterale Applikation von 365 Mio. IE bis unter 405 Mio. IE Aldesleukin;;gleich 2008 bis 2020;;;Aldesleukin;eindeutig;aldesleukin;;;;;;;;;;;;;Aldesleukin;L03AC01;;;;;365;405;10*6.[IU];million international unit;;20045000;Intravenous use;AME-0009;Infusion;ISI - 0033;Parenteral;20066000;Subcutaneous use;AME-0011;Injection;ISI - 0033;Parenteral;national in D;;Pulver zur Herstellung einer Injektions- bzw. Infusionslösung;;Proleukin 
